Registro,V avg [V],Van [V],Vbn [V],Vcn [V],Iavg [A],Ia [A],Ib [A] ,Ic [A],Uavg [V],Uab [V],Ubc [V],Uca [V],PF,PFa,PFb,PFc,LC,LCa,LCb,LCc,P [W],Pa [W],Pb [W],Pc [W],Q [VAr],Qa [VAr],Qb [VAr],Qc [VAr],S [VA],Sa[VA],Sb [VA],Sc [VA],Freq [Hz],In [A],Ph(f),Van min [V],Vbn min [V],Vcn min [V],Uab min [V],Ubc min [V],Uca min [V],Van avg [V],Vbn avg [V],Vcn avg [V],Uab avg [V],Ubc avg [V],Uca avg [V],Van max [V],Vbn max [V],Vcn max [V],Uab max [V],Ubc max [V],Uca max [V],Ia min [A],Ib min [A],Ic min [A],Ia avg [A],Ib avg [A],Ic avg [A],Ia max [A],Ib max [A],Ic max [A],PFa min,PFb min,PFc min,LCa min,LCb min,LCc min,PFa avg,PFb avg,PFc avg,LCa avg,LCb avg,LCc avg,PFa max,PFb max,PFc max,LCa max,LCb max,LCc max,Vmin@pn,Vmin@t,Vmax@pn,Vmax@t,Umin@pg,Umin@t,Umax@pg,Umax@t,Imin@p,Imin@t,Imax@p,Imax@t,PFmin@p,PF min@t,PFmax@p,PF max@t ,Freq min [Hz],Freq max [Hz],Freq avg [Hz],Freq min@t,Freq max@t,Status,Ph [kWh],Ph sum [kWh],Ph fwd [kWh],Ph rev [kWh],Qh [kVArh],Qh sum [kVArh],Qh fwd [kVArh],Qh rev [kVArh],Qh rev {i} [kVArh],Qh rev {c} [kVArh],Qh fwd {i} [kVArh],Qh fwd {c} [kVArh],Sh [kVAh],Sd pred [VA],Sd [VA],Sd peak [VA],Pd pred [W],Pd [W],Pd peak [W],Qd pred [VAr],Qd [VAr],Qd peak [VAr],Qd pred {i} [VAr],Qd {i} [VAr],Qd peak {i} [VAr],Qd pred {c} [VAr],Qd {c} [VAr],Qd peak {c} [VAr]
06/04/2023 11:50,217.31,216.36,218.96,216.63,34.23,35.89,28.40,38.39,376.39,376.93,378.64,373.60,1.00,0.94,0.95,0.85,CAP,CAP,CAP,CAP,-6106.86,-7288.89,-5926.23,7108.27,239.96,2676.75,1880.88,-4317.67,6111.57,7764.85,6217.55,8316.84,60.01,70.42,A,214.94,216.63,215.30,373.76,375.39,371.46,216.23,218.96,217.03,377.36,378.76,373.54,217.66,221.05,219.60,381.42,383.20,376.05,9.88,9.34,17.95,22.54,30.56,36.75,52.19,89.14,86.49,0.96,0.00,0.01,CAP,IND,IND,0.74,0.91,0.76,CAP,CAP,CAP,0.00,0.02,0.00,CAP,CAP,CAP,A,06/04/2023 11:46,B,06/04/2023 11:44,C,06/04/2023 11:46,B,06/04/2023 11:44,B,06/04/2023 11:48,B,06/04/2023 11:45,C,06/04/2023 11:45,C,06/04/2023 11:47,59.96,60.07,60.02,06/04/2023 11:43,06/04/2023 11:48,Válido,-20048.35,54923.95,17437.80,-37486.15,-11082.67,13788.98,1353.15,-12435.83,-9788.04,-2642.82,1204.67,145.49,57720.71,1518.87,4784.73,109400.80,-1148.61,-4306.50,-108097.50,364.37,906.20,-18429.15,61.17,78.50,-18429.15,303.19,827.37,-17430.88
06/04/2023 12:00,216.77,215.64,218.16,216.50,15.30,12.15,12.87,20.88,375.44,376.25,377.57,372.51,0.83,0.26,0.52,0.61,IND,IND,CAP,CAP,1973.66,678.09,-1463.15,2758.73,1344.62,2531.29,2395.62,-3582.29,2388.17,2620.54,2807.10,4521.44,60.01,38.05,A,214.33,216.92,214.62,374.34,374.81,369.87,215.45,218.11,215.90,376.07,376.87,371.94,217.28,220.45,218.58,379.99,381.63,375.14,11.65,8.84,16.75,18.38,16.20,26.25,55.68,72.75,83.80,0.00,0.00,0.00,IND,IND,IND,0.94,0.95,1.00,IND,CAP,RES,0.00,0.00,0.00,CAP,CAP,CAP,A,06/04/2023 11:55,B,06/04/2023 11:50,C,06/04/2023 11:55,B,06/04/2023 11:50,B,06/04/2023 11:51,C,06/04/2023 11:50,C,06/04/2023 11:52,C,06/04/2023 11:52,59.99,60.07,60.03,06/04/2023 11:59,06/04/2023 11:50,Válido,-20048.30,54924.30,17438.00,-37486.30,-11082.54,13789.11,1353.28,-12435.83,-9788.04,-2642.82,1204.76,145.53,57721.11,3095.62,3095.62,109400.80,-955.90,-955.90,-108097.50,895.17,895.17,-18429.15,408.79,408.79,-18429.15,486.38,486.38,-17430.88
06/04/2023 12:10,215.60,214.92,216.94,214.94,13.83,13.45,12.38,15.67,373.43,374.31,374.79,371.18,0.53,0.31,0.46,0.29,IND,IND,IND,IND,1175.71,889.45,1247.88,-961.62,1899.57,2750.68,2377.22,-3228.33,2233.98,2890.91,2684.84,3368.51,60.01,25.43,A,214.16,216.23,214.53,373.07,374.06,370.14,215.35,217.52,216.15,375.38,376.89,371.82,216.65,219.03,217.34,378.41,379.02,373.97,11.45,10.94,15.24,14.38,19.60,27.66,33.15,47.22,53.55,0.00,0.00,0.08,IND,IND,IND,0.89,0.99,0.92,IND,IND,CAP,0.00,0.00,0.17,CAP,CAP,CAP,A,06/04/2023 12:08,B,06/04/2023 12:02,C,06/04/2023 12:08,B,06/04/2023 12:03,B,06/04/2023 12:05,C,06/04/2023 12:03,A,06/04/2023 12:02,C,06/04/2023 12:08,59.95,60.02,59.99,06/04/2023 12:09,06/04/2023 12:00,Válido,-20047.77,54924.91,17438.57,-37486.34,-11082.25,13789.39,1353.57,-12435.83,-9788.04,-2642.82,1205.00,145.58,57721.81,2804.48,3095.62,109400.80,2124.78,-955.90,-108097.50,1142.18,895.17,-18429.15,974.10,408.79,-18429.15,168.08,486.38,-17430.88
06/04/2023 12:20,215.67,215.21,216.75,215.04,16.65,12.38,15.09,22.47,373.54,374.17,374.14,372.31,0.58,0.19,0.46,0.84,CAP,IND,IND,IND,-2048.58,514.09,1494.87,-4057.54,2901.12,2614.75,2908.77,-2622.41,3551.50,2664.81,3270.41,4831.22,59.97,31.59,A,214.15,215.66,214.02,372.07,372.90,370.06,214.71,216.43,214.72,373.47,374.16,371.01,215.24,217.07,215.24,374.57,375.13,372.34,12.36,12.23,14.28,13.88,17.11,17.65,19.45,30.71,26.27,0.19,0.39,0.14,IND,IND,IND,0.38,0.69,0.53,IND,IND,IND,0.68,0.90,0.85,IND,IND,IND,C,06/04/2023 12:10,B,06/04/2023 12:10,C,06/04/2023 12:11,B,06/04/2023 12:12,B,06/04/2023 12:10,B,06/04/2023 12:14,C,06/04/2023 12:12,A,06/04/2023 12:17,59.95,60.03,59.98,06/04/2023 12:11,06/04/2023 12:15,Válido,-20047.50,54925.21,17438.86,-37486.35,-11081.88,13789.77,1353.95,-12435.83,-9788.04,-2642.82,1205.33,145.63,57722.32,995.20,3856.68,109400.80,273.26,2947.29,-108097.50,896.20,1762.94,-18429.15,688.36,1593.18,-18429.15,207.84,169.75,-17430.88
06/04/2023 12:30,220.87,219.13,221.46,222.01,59.81,28.81,67.93,82.71,382.54,383.00,385.31,379.30,0.54,0.93,0.97,0.99,CAP,CAP,CAP,CAP,-2262.80,-5877.18,-14581.19,18195.57,3534.84,2303.72,3698.08,-2466.96,4197.07,6312.55,15042.84,18362.04,59.99,136.07,A,214.99,216.20,214.76,373.44,373.71,371.82,218.16,220.26,220.12,380.79,382.35,377.43,219.77,222.17,222.63,384.30,386.45,380.50,10.93,13.98,11.42,22.02,49.34,56.14,36.59,81.94,93.88,0.00,0.00,0.01,IND,IND,IND,0.92,0.94,0.97,CAP,CAP,CAP,0.00,0.02,0.00,CAP,CAP,CAP,C,06/04/2023 12:20,C,06/04/2023 12:27,C,06/04/2023 12:20,B,06/04/2023 12:25,A,06/04/2023 12:24,C,06/04/2023 12:25,A,06/04/2023 12:20,C,06/04/2023 12:20,59.92,60.02,59.97,06/04/2023 12:24,06/04/2023 12:21,Válido,-20047.77,54925.65,17438.94,-37486.71,-11081.30,13790.35,1354.53,-12435.83,-9788.04,-2642.82,1205.48,146.05,57723.08,4033.96,4033.96,109400.80,-814.04,-814.04,-108097.50,3213.19,3213.19,-18429.15,1313.26,1313.26,-18429.15,1899.93,1899.93,-17430.88
06/04/2023 12:40,216.93,216.01,216.76,218.02,36.99,28.35,20.53,62.10,375.72,374.36,378.87,373.93,0.83,0.91,0.70,0.98,IND,CAP,CAP,CAP,4567.23,-5595.95,-3129.56,13292.74,3081.59,2486.84,3163.00,-2568.26,5509.60,6123.65,4449.58,13538.57,60.03,79.78,A,214.02,214.64,215.54,370.76,374.88,370.36,216.96,218.93,219.21,378.39,380.80,375.42,219.39,221.80,222.53,383.56,385.91,379.91,10.02,13.00,12.27,21.46,47.34,58.26,36.84,81.89,98.30,0.00,0.01,0.99,IND,IND,CAP,0.98,0.98,0.96,CAP,CAP,CAP,0.00,0.00,0.22,CAP,CAP,CAP,A,06/04/2023 12:38,C,06/04/2023 12:31,C,06/04/2023 12:38,B,06/04/2023 12:31,A,06/04/2023 12:39,C,06/04/2023 12:32,A,06/04/2023 12:36,C,06/04/2023 12:35,59.96,60.04,59.99,06/04/2023 12:33,06/04/2023 12:39,Válido,-20047.58,54926.30,17439.36,-37486.94,-11080.76,13790.89,1355.06,-12435.83,-9788.04,-2642.82,1205.74,146.34,57723.97,3578.57,4033.96,109400.80,754.62,-814.04,-108097.50,2145.22,3213.19,-18429.15,1006.40,1313.26,-18429.15,1138.82,1899.93,-17430.88
06/04/2023 12:50,220.68,219.73,221.08,221.23,57.62,45.49,58.60,68.78,382.22,382.21,384.14,380.30,0.92,0.97,0.95,0.98,CAP,CAP,CAP,CAP,-7163.69,-9701.91,-12333.35,14871.57,3154.06,2402.13,3967.33,-3215.40,7827.29,9994.86,12955.74,15215.20,60.01,117.41,A,215.89,216.57,217.92,374.15,378.72,373.42,219.46,221.14,221.89,382.06,385.22,380.15,220.73,222.77,223.57,384.95,388.06,382.31,25.91,18.10,43.06,37.12,52.17,73.99,47.43,67.66,91.56,0.97,0.97,0.99,CAP,CAP,CAP,0.95,0.95,0.99,CAP,CAP,CAP,0.86,0.57,0.93,CAP,CAP,CAP,A,06/04/2023 12:40,C,06/04/2023 12:44,C,06/04/2023 12:40,B,06/04/2023 12:44,B,06/04/2023 12:40,C,06/04/2023 12:40,C,06/04/2023 12:44,B,06/04/2023 12:40,59.98,60.07,60.02,06/04/2023 12:47,06/04/2023 12:40,Válido,-20047.99,54926.93,17439.47,-37487.46,-11080.15,13791.50,1355.67,-12435.83,-9788.04,-2642.82,1205.93,146.76,57724.90,2257.75,5034.00,109400.80,-1853.67,976.65,-108097.50,1215.01,3368.21,-18429.15,0.00,1765.91,-18429.15,1215.01,1602.29,-17430.88
06/04/2023 13:00,221.49,220.27,222.50,221.69,62.47,40.82,77.45,69.15,383.61,385.18,384.86,380.79,0.92,0.96,0.97,0.98,CAP,CAP,CAP,CAP,-10199.32,-8594.06,-16688.38,15083.12,4193.68,2643.21,4293.45,-2742.98,11027.83,8991.36,17231.82,15330.50,59.99,131.91,A,218.75,220.60,220.59,381.54,383.21,378.30,219.83,221.85,221.62,383.68,384.90,380.25,220.70,222.82,222.36,385.48,386.39,381.65,28.70,54.10,51.48,38.15,66.66,71.95,49.11,77.79,85.13,0.98,0.97,0.99,CAP,CAP,CAP,0.95,0.97,0.98,CAP,CAP,CAP,0.91,0.91,0.96,CAP,CAP,CAP,A,06/04/2023 12:51,B,06/04/2023 12:58,C,06/04/2023 12:51,B,06/04/2023 12:58,A,06/04/2023 12:55,C,06/04/2023 12:52,C,06/04/2023 12:58,A,06/04/2023 12:55,59.97,60.04,60.00,06/04/2023 12:57,06/04/2023 12:55,Válido,-20049.09,54928.03,17439.47,-37488.56,-11079.61,13792.04,1356.22,-12435.83,-9788.04,-2642.82,1205.93,147.30,57726.15,7245.87,7245.87,109400.80,-6277.56,-6277.56,-108097.50,3396.42,3396.42,-18429.15,0.00,0.00,-18429.15,3396.42,3396.42,-17430.88
06/04/2023 13:10,220.00,219.15,220.85,220.02,45.49,35.34,44.58,56.56,381.05,381.76,382.85,378.54,0.86,0.95,0.95,0.97,CAP,CAP,CAP,CAP,-4585.99,-7388.65,-9319.60,12122.26,2683.19,2324.24,3172.21,-2813.26,5313.27,7745.59,9844.69,12444.42,59.97,95.45,A,217.11,217.54,218.14,376.19,379.05,375.84,218.94,220.54,220.25,381.17,382.81,378.68,220.72,222.76,222.53,385.41,386.53,381.75,9.55,14.78,11.25,25.51,40.42,45.21,49.06,78.72,90.51,0.01,0.00,0.01,IND,IND,IND,1.00,1.00,0.89,CAP,IND,CAP,0.01,0.01,0.01,CAP,CAP,CAP,A,06/04/2023 13:06,B,06/04/2023 13:01,C,06/04/2023 13:06,B,06/04/2023 13:01,A,06/04/2023 13:02,C,06/04/2023 13:03,B,06/04/2023 13:07,C,06/04/2023 13:02,59.94,60.03,59.99,06/04/2023 13:07,06/04/2023 13:03,Válido,-20049.38,54928.73,17439.68,-37489.05,-11079.07,13792.58,1356.75,-12435.83,-9788.04,-2642.82,1206.13,147.63,57727.07,3687.82,7245.87,109400.80,-1144.71,-6277.56,-108097.50,2131.77,3396.42,-18429.15,818.13,0.00,-18429.15,1313.64,3396.42,-17430.88
06/04/2023 13:20,220.06,219.19,220.62,220.37,50.54,41.10,44.03,66.51,381.14,381.17,383.46,378.79,0.83,0.97,0.94,0.98,CAP,CAP,CAP,CAP,-3551.76,-8696.04,-9155.05,14299.33,2381.63,2349.30,3246.14,-3213.81,4276.35,9007.79,9713.51,14656.04,60.01,105.96,A,218.24,219.66,219.75,380.21,382.27,377.06,219.23,221.12,220.68,382.13,383.94,378.83,219.85,221.86,221.61,383.54,385.37,379.91,20.38,34.49,46.83,37.10,51.55,68.18,45.24,68.72,83.02,0.97,0.97,0.99,CAP,CAP,CAP,0.96,0.95,0.98,CAP,CAP,CAP,0.87,0.74,0.96,CAP,CAP,CAP,A,06/04/2023 13:13,B,06/04/2023 13:17,C,06/04/2023 13:13,B,06/04/2023 13:18,A,06/04/2023 13:13,C,06/04/2023 13:19,C,06/04/2023 13:18,A,06/04/2023 13:13,59.92,60.04,59.98,06/04/2023 13:12,06/04/2023 13:18,Válido,-20050.03,54929.39,17439.68,-37489.71,-11078.62,13793.03,1357.21,-12435.83,-9788.04,-2642.82,1206.14,148.08,57727.88,1636.47,5294.27,109400.80,-1283.58,-2476.97,-108097.50,953.78,2990.47,-18429.15,30.61,820.33,-18429.15,923.17,2170.14,-17430.88
06/04/2023 13:30,212.85,212.01,213.62,212.92,22.98,28.58,27.61,12.75,368.66,369.02,370.65,366.30,0.96,0.91,0.88,0.33,IND,IND,IND,IND,9819.32,5495.26,5208.01,-883.95,2754.67,2553.88,2768.46,-2567.68,10198.40,6059.72,5898.12,2715.57,60.01,38.95,A,211.72,212.69,212.79,368.03,370.20,365.79,215.57,217.06,216.60,375.16,376.97,372.32,219.77,221.65,221.09,383.26,384.69,379.56,10.03,13.06,11.31,26.10,30.86,33.75,46.26,74.22,93.36,0.00,0.00,0.00,IND,IND,IND,0.97,0.96,0.92,IND,IND,CAP,0.00,0.01,0.00,CAP,CAP,CAP,A,06/04/2023 13:29,B,06/04/2023 13:20,C,06/04/2023 13:29,B,06/04/2023 13:21,A,06/04/2023 13:22,C,06/04/2023 13:21,C,06/04/2023 13:28,C,06/04/2023 13:28,59.94,60.06,60.00,06/04/2023 13:24,06/04/2023 13:29,Válido,-20049.24,54930.53,17440.65,-37489.89,-11078.17,13793.48,1357.66,-12435.83,-9788.04,-2642.82,1206.47,148.19,57729.14,6687.29,6687.29,109400.80,1891.68,1891.68,-108097.50,2760.92,2760.92,-18429.15,1359.53,1359.53,-18429.15,1401.39,1401.39,-17430.88
06/04/2023 13:40,221.66,220.55,222.18,222.25,59.83,36.21,67.07,76.19,383.91,384.82,385.74,381.18,0.81,0.96,0.96,0.99,CAP,CAP,CAP,CAP,-5220.21,-7661.30,-14260.85,16701.94,3784.96,2255.66,4325.68,-2796.38,6447.98,7986.46,14902.46,16934.42,60.01,127.74,A,211.44,213.10,212.29,368.24,369.88,365.11,216.03,217.81,217.45,376.40,378.33,373.30,220.72,222.33,222.40,384.96,386.06,381.46,9.88,13.65,11.55,26.40,37.34,38.78,41.12,75.81,90.15,0.01,0.00,0.00,IND,IND,IND,0.97,1.00,0.97,IND,IND,CAP,0.00,0.01,0.00,CAP,CAP,CAP,A,06/04/2023 13:30,C,06/04/2023 13:39,C,06/04/2023 13:30,B,06/04/2023 13:39,A,06/04/2023 13:36,C,06/04/2023 13:36,C,06/04/2023 13:31,A,06/04/2023 13:31,59.95,60.05,60.00,06/04/2023 13:37,06/04/2023 13:30,Válido,-20048.51,54931.71,17441.60,-37490.11,-11077.67,13793.97,1358.15,-12435.83,-9788.04,-2642.82,1206.79,148.37,57730.46,5252.64,6687.29,109400.80,2910.16,1891.68,-108097.50,1973.48,2760.92,-18429.15,1274.64,1359.53,-18429.15,698.84,1401.39,-17430.88
06/04/2023 13:50,215.67,215.12,215.94,215.94,16.76,13.78,23.82,12.69,373.54,373.02,375.34,372.25,0.90,0.56,0.78,0.17,IND,IND,IND,CAP,6149.64,1650.23,4019.99,479.42,2974.96,2462.90,3210.15,-2698.09,6831.43,2964.65,5144.45,2740.35,60.02,20.64,A,214.51,214.86,215.44,371.79,374.15,371.39,217.50,219.08,219.06,378.76,380.85,375.94,221.00,222.52,222.90,385.31,387.22,381.78,10.79,13.79,12.25,27.46,43.88,57.23,38.84,66.91,92.46,0.01,0.01,0.00,IND,IND,IND,0.99,0.99,1.00,CAP,CAP,IND,0.00,0.03,0.00,CAP,CAP,CAP,A,06/04/2023 13:49,C,06/04/2023 13:40,C,06/04/2023 13:49,B,06/04/2023 13:40,A,06/04/2023 13:47,C,06/04/2023 13:42,C,06/04/2023 13:49,C,06/04/2023 13:49,59.96,60.04,60.01,06/04/2023 13:45,06/04/2023 13:41,Válido,-20048.37,54932.21,17441.92,-37490.30,-11077.17,13794.48,1358.65,-12435.83,-9788.04,-2642.82,1207.02,148.64,57731.23,1734.91,6605.82,109400.80,1168.14,2286.80,-108097.50,912.87,3069.76,-18429.15,749.35,1432.84,-18429.15,163.52,1636.92,-17430.88
06/04/2023 14:00,214.68,213.59,215.97,214.46,16.47,24.10,12.02,13.28,371.82,372.99,373.16,369.31,0.76,0.80,0.01,0.22,IND,IND,CAP,IND,3454.00,4093.77,-23.19,-616.58,2937.66,3121.22,2595.94,-2779.50,4534.31,5147.91,2596.05,2847.07,59.97,42.18,A,213.54,215.06,214.35,372.05,372.60,369.13,215.50,217.11,216.35,374.89,376.40,372.70,216.67,219.12,218.83,378.49,381.30,374.32,11.37,10.37,12.24,18.34,21.79,26.98,38.73,61.43,92.47,0.00,0.00,0.00,IND,IND,IND,0.90,0.98,0.80,CAP,CAP,CAP,0.00,0.00,0.00,CAP,CAP,CAP,A,06/04/2023 13:59,B,06/04/2023 13:57,C,06/04/2023 13:59,B,06/04/2023 13:57,B,06/04/2023 13:59,C,06/04/2023 13:57,A,06/04/2023 13:50,C,06/04/2023 13:58,59.94,60.05,60.00,06/04/2023 13:59,06/04/2023 13:52,Válido,-20048.25,54932.56,17442.15,-37490.41,-11076.70,13794.95,1359.12,-12435.83,-9788.04,-2642.82,1207.29,148.84,57731.84,4204.56,4204.56,109400.80,1655.99,1655.99,-108097.50,2793.48,2793.48,-18429.15,1860.37,1860.37,-18429.15,933.11,933.11,-17430.88
06/04/2023 14:10,214.58,213.57,215.54,214.63,19.05,23.10,18.69,15.34,371.65,372.06,373.86,369.03,0.96,0.84,0.73,0.25,IND,IND,IND,CAP,7895.19,4144.72,2929.76,820.71,2252.25,2676.29,2765.54,-3189.58,8210.15,4933.69,4028.86,3293.48,59.97,33.88,A,211.11,214.04,212.97,370.33,370.52,365.53,213.09,215.30,214.11,371.81,372.78,368.22,213.85,216.15,214.94,373.52,374.30,369.58,17.19,11.01,12.51,28.92,17.69,15.44,54.03,33.41,22.85,0.62,0.00,0.00,IND,IND,IND,0.89,0.75,0.89,IND,IND,IND,0.95,0.00,0.00,IND,CAP,CAP,A,06/04/2023 14:02,B,06/04/2023 14:00,C,06/04/2023 14:02,B,06/04/2023 14:09,B,06/04/2023 14:00,A,06/04/2023 14:02,C,06/04/2023 14:01,A,06/04/2023 14:03,59.91,60.02,59.96,06/04/2023 14:07,06/04/2023 14:09,Válido,-20047.05,54933.76,17443.35,-37490.41,-11076.28,13795.37,1359.54,-12435.83,-9788.04,-2642.82,1207.71,148.84,57733.13,5108.06,4204.56,109400.80,4797.06,1655.99,-108097.50,1681.31,2793.48,-18429.15,1681.31,1860.37,-18429.15,0.00,933.11,-17430.88
06/04/2023 14:20,217.19,215.71,218.20,217.67,62.63,35.35,63.21,89.33,376.17,377.29,379.12,372.09,0.49,0.95,0.97,0.99,CAP,CAP,CAP,CAP,-1461.65,-7279.46,-13421.32,19239.13,2625.55,2271.35,3176.22,-2822.02,3004.99,7625.58,13792.03,19444.99,59.94,141.05,A,213.17,214.28,213.76,370.63,372.01,368.15,214.68,216.89,215.96,374.92,376.18,370.40,216.20,218.75,217.82,378.54,379.43,372.87,10.21,11.84,13.05,20.31,34.93,51.66,37.46,71.23,98.54,0.00,0.01,0.00,IND,IND,IND,1.00,0.91,0.92,IND,CAP,CAP,0.00,0.01,0.00,CAP,CAP,CAP,A,06/04/2023 14:10,B,06/04/2023 14:17,C,06/04/2023 14:11,B,06/04/2023 14:17,A,06/04/2023 14:14,C,06/04/2023 14:15,A,06/04/2023 14:13,A,06/04/2023 14:10,59.88,60.01,59.96,06/04/2023 14:16,06/04/2023 14:10,Válido,-20046.71,54934.31,17443.80,-37490.51,-11075.87,13795.78,1359.96,-12435.83,-9788.04,-2642.82,1207.97,148.99,57733.86,1175.92,6884.13,109400.80,-49.03,6238.92,-108097.50,833.21,2503.15,-18429.15,277.98,2444.04,-18429.15,555.24,59.10,-17430.88
06/04/2023 14:30,213.02,212.51,213.92,212.65,15.30,14.00,19.85,12.05,368.96,369.65,370.54,366.70,0.95,0.80,0.79,0.08,IND,IND,IND,IND,5531.74,2374.94,3351.93,-195.14,1844.29,1792.03,2606.44,-2554.19,5831.08,2975.19,4246.05,2561.63,60.04,25.08,A,212.33,213.12,212.46,368.82,370.24,366.32,214.41,215.76,214.96,373.01,374.33,370.01,216.13,218.55,217.91,377.85,379.59,372.72,7.90,12.12,11.25,18.09,25.20,33.99,41.17,64.70,92.00,0.00,0.00,0.00,IND,IND,IND,1.00,0.99,0.90,IND,IND,CAP,0.00,0.00,0.00,CAP,CAP,CAP,A,06/04/2023 14:29,B,06/04/2023 14:20,C,06/04/2023 14:29,B,06/04/2023 14:20,A,06/04/2023 14:24,C,06/04/2023 14:20,A,06/04/2023 14:24,C,06/04/2023 14:29,59.94,60.06,60.01,06/04/2023 14:20,06/04/2023 14:28,Válido,-20046.27,54934.85,17444.29,-37490.56,-11075.49,13796.16,1360.33,-12435.83,-9788.04,-2642.82,1208.28,149.06,57734.55,1.30,3941.01,109400.80,1.23,1696.13,-108097.50,0.41,2333.41,-18429.15,0.41,1491.09,-18429.15,0.00,842.32,-17430.88
06/04/2023 14:40,211.90,211.52,212.95,211.23,18.97,15.22,23.87,17.82,367.02,367.94,368.27,364.84,0.94,0.86,0.85,0.70,IND,IND,IND,IND,4439.96,2755.64,4327.33,-2643.01,1651.86,1665.77,2665.36,-2679.26,4737.28,3219.99,5082.31,3763.50,60.02,36.76,A,210.90,212.07,210.58,367.30,367.40,363.70,211.90,213.36,211.88,368.88,369.16,365.52,212.67,214.01,212.69,370.03,370.55,366.97,11.79,16.34,11.06,17.89,21.91,14.27,28.22,38.52,26.34,0.72,0.54,0.08,IND,IND,IND,0.90,0.78,0.54,IND,IND,IND,0.96,0.86,0.89,IND,IND,IND,C,06/04/2023 14:39,B,06/04/2023 14:30,C,06/04/2023 14:39,B,06/04/2023 14:30,C,06/04/2023 14:33,B,06/04/2023 14:33,C,06/04/2023 14:30,A,06/04/2023 14:33,59.98,60.04,60.01,06/04/2023 14:34,06/04/2023 14:38,Válido,-20045.37,54935.74,17445.19,-37490.56,-11075.15,13796.50,1360.67,-12435.83,-9788.04,-2642.82,1208.62,149.06,57735.52,3859.43,3941.01,109400.80,3593.44,1696.13,-108097.50,1361.42,2333.41,-18429.15,1361.42,1491.09,-18429.15,0.00,842.32,-17430.88
06/04/2023 14:50,211.62,211.03,212.73,211.10,24.06,18.24,33.74,20.18,366.53,366.92,368.40,364.28,0.97,0.87,0.95,0.83,IND,IND,IND,IND,6682.91,3356.40,6852.48,-3525.97,1629.78,1886.50,2135.25,-2391.97,6878.77,3850.23,7177.45,4260.75,60.03,42.31,A,210.76,211.47,210.62,365.52,367.45,363.93,211.74,213.24,211.45,368.25,368.77,365.30,212.37,214.10,212.00,370.03,369.72,366.60,9.06,15.49,16.48,15.13,25.65,18.87,24.41,51.75,26.42,0.45,0.64,0.69,IND,IND,IND,0.81,0.88,0.76,IND,IND,IND,0.95,0.97,0.83,IND,IND,IND,C,06/04/2023 14:49,B,06/04/2023 14:45,C,06/04/2023 14:49,A,06/04/2023 14:45,A,06/04/2023 14:46,B,06/04/2023 14:49,A,06/04/2023 14:46,A,06/04/2023 14:45,59.99,60.07,60.02,06/04/2023 14:43,06/04/2023 14:40,Válido,-20044.63,54936.49,17445.93,-37490.56,-11074.90,13796.75,1360.92,-12435.83,-9788.04,-2642.82,1208.87,149.06,57736.30,1812.38,5202.32,109400.80,1736.28,4833.35,-108097.50,495.55,1867.78,-18429.15,495.55,1867.78,-18429.15,0.00,0.00,-17430.88
06/04/2023 15:00,210.59,210.17,211.62,209.98,35.60,24.62,39.39,42.79,364.74,365.32,365.69,363.22,0.74,0.92,0.90,0.96,IND,IND,IND,IND,3607.73,4780.35,7490.11,-8662.72,3256.16,1977.75,3660.53,-2382.12,4859.86,5173.32,8336.74,8984.28,59.97,78.73,A,209.41,210.85,208.83,364.46,363.84,361.46,210.52,212.14,209.86,366.20,365.80,363.54,211.31,212.91,211.12,367.53,368.37,364.65,14.08,21.91,20.06,23.18,33.54,43.46,37.12,54.93,67.23,0.79,0.80,0.82,IND,IND,IND,0.91,0.92,0.95,IND,IND,IND,0.97,0.96,0.98,IND,IND,IND,C,06/04/2023 14:55,B,06/04/2023 14:50,C,06/04/2023 14:55,B,06/04/2023 14:50,A,06/04/2023 14:51,C,06/04/2023 14:56,A,06/04/2023 14:51,A,06/04/2023 14:55,59.95,60.05,60.00,06/04/2023 14:59,06/04/2023 14:51,Válido,-20044.24,54936.89,17446.32,-37490.56,-11074.57,13797.08,1361.26,-12435.83,-9788.04,-2642.82,1209.17,149.10,57736.87,1.08,4067.74,109400.80,0.80,3277.99,-108097.50,0.72,1842.39,-18429.15,0.72,1709.61,-18429.15,0.00,132.79,-17430.88
